1613,2884,"Henry E Rohlsen","St. Croix Island","Virgin Islands","STX","TISX",17.70,-64.79,74,-4,"U"
1312,1961,"Nausori Intl","Nausori","Fiji","SUV","NFNA",-18.04,178.55,17,12,"U"
788,1253,"Sevilla","Sevilla","Spain","SVQ","LEZL",37.41,-5.89,111,1,"E"
1624,2899,"Princess Juliana Intl","Philipsburg","Netherlands Antilles","SXM","TNCM",18.04,-63.10,14,-4,"U"
1802,3361,"Sydney Intl","Sydney","Australia","SYD","YSSY",-33.94,151.17,21,10,"O"
2080,4030,"Phoenix International","Sanya","China","SYX","ZJSY",18.30,109.41,92,8,"U"
1047,1612,"Salzburg","Salzburg","Austria","SZG","LOWS",47.79,13.00,1411,1,"E"
1812,3374,"Baoan Intl","Shenzhen","China","SZX","ZGSZ",22.63,113.81,13,8,"U"
1678,2983,"Yuzhny","Tashkent","Uzbekistan","TAS","UTTT",41.25,69.28,1417,5,"U"
2051,3973,"Tbilisi","Tbilisi","Georgia","TBS","UGTB",41.66,44.95,1624,4,"N"
1301,1934,"Treasure Cay","Treasure Cay","Bahamas","TCB","MYAT",26.74,-77.39,8,-5,"U"
650,1057,"Tenerife Norte","Tenerife","Spain","TFN","GCXO",28.48,-16.34,2073,0,"E"
648,1056,"Tenerife Sur","Tenerife","Spain","TFS","GCTS",28.04,-16.57,209,0,"E"
1145,1741,"Podgorica","Podgorica","Montenegro","TGD","LYPG",42.35,19.25,141,1,"E"
1175,1776,"Toncontin Intl","Tegucigalpa","Honduras","TGU","MHTG",14.06,-87.21,3294,-6,"U"
1397,2254,"Chuuk Intl","Chuuk","Micronesia","TKK","PTKK",7.46,151.84,11,10,"U"
227,415,"Tallinn","Tallinn-ulemiste International","Estonia","TLL","EETN",59.41,24.83,131,2,"E"
1033,1590,"Ben Gurion","Tel-aviv","Israel","TLV","LLBG",32.01,34.88,135,2,"U"
594,918,"Ivato","Antananarivo","Madagascar","TNR","FMMI",-18.79,47.47,4198,3,"U"
1402,2276,"Taoyuan Intl","Taipei","Taiwan","TPE","RCTP",25.07,121.23,106,8,"U"
1314,1965,"Bonriki Intl","Tarawa","Kiribati","TRW","NGTA",1.38,173.14,9,12,"U"
1806,3368,"Binhai","Tianjin","China","TSN","ZBTJ",39.12,117.34,10,8,"U"
1461,2460,"Teniente Benjamin Matienzo","Tucuman","Argentina","TUC","SANT",-26.84,-65.10,1495,-3,"N"
2257,8594,"All Airports","Tokyo","Japan","TYO","\N",35.68,139.69,123,9,"U"
1462,2461,"San Juan","San Julian","Argentina","UAQ","SANU",-31.57,-68.41,1959,-3,"N"
1557,2688,"Mariscal Sucre Intl","Quito","Ecuador","UIO","SEQU",-0.14,-78.48,9228,-5,"U"
2035,3943,"Kobe","Kobe","Japan","UKB","RJBE",34.63,135.22,22,9,"U"
1816,3380,"Chinggis Khaan Intl","Ulan Bator","Mongolia","ULN","ZMUB",47.84,106.76,4364,8,"U"
1477,2497,"Ushuaia Malvinas Argentinas","Ushuaia","Argentina","USH","SAWH",-54.84,-68.29,71,-3,"N"
1737,3177,"Samui","Ko Samui","Thailand","USM","VTSM",9.54,100.06,64,7,"U"
1734,3161,"U Taphao Intl","Pattaya","Thailand","UTP","VTBU",12.67,101.00,42,7,"U"
728,1196,"Varna","Varna","Bulgaria","VAR","LBWN",43.23,27.82,230,2,"E"
1007,1551,"Venezia Tessera","Venice","Italy","VCE","LIPZ",45.50,12.35,7,1,"E"
1049,1613,"Schwechat","Vienna","Austria","VIE","LOWW",48.11,16.56,600,1,"E"
117,6080,"Virgin Gorda Airport","Spanish Town","British Virgin Islands","VIJ","TUPW",18.44,-64.42,9,-4,"U"
776,1246,"Valencia","Valencia","Spain","VLC","LEVC",39.48,-0.48,225,1,"E"
1321,1997,"Port Vila Bauerfield","Port-vila","Vanuatu","VLI","NVVV",-17.69,168.31,70,11,"U"
2047,3959,"Vilnius Intl","Vilnius","Lithuania","VNO","EYVI",54.63,25.28,646,2,"E"
905,1448,"Nea Anchialos","Nea Anghialos","Greece","VOL","LGBL",39.21,22.79,83,2,"E"
680,1106,"Sao Pedro","Sao Vicente Island","Cape Verde","VXE","GVSV",16.83,-25.05,66,-1,"U"
452,679,"Okecie","Warsaw","Poland","WAW","EPWA",52.16,20.96,362,1,"E"
2126,4105,"Windhoek Hosea Kutako International Airport","Windhoek","Namibia","WDH","FYWV",-22.48,17.46,5640,1,"S"
1345,2042,"Wellington Intl","Wellington","New Zealand","WLG","NZWN",-41.32,174.80,41,12,"Z"
212,7676,"Gare du Nord","Paris","France","XPG","\N",48.88,2.35,423,1,"E"
2252,8396,"Gare de Strasbourg","Strasbourg","France","XWG","\N",48.58,7.73,475,1,"E"
2245,7970,"Train Station","Edmonton","Canada","XZL","\N",53.57,-113.53,2208,-7,"A"
211,7463,"Union Station","Toronto","Canada","YBZ","\N",43.64,-79.38,0,-5,"A"
44,49,"Edmonton Intl","Edmonton","Canada","YEG","CYEG",53.30,-113.57,2373,-7,"A"
45,56,"Fredericton","Fredericton","Canada","YFC","CYFC",45.86,-66.53,68,-4,"A"
55,100,"Ottawa Macdonald Cartier Intl","Ottawa","Canada","YOW","CYOW",45.32,-75.66,374,-5,"A"
57,111,"Quebec Jean Lesage Intl","Quebec","Canada","YQB","CYQB",46.79,-71.39,244,-5,"A"
66,126,"Sydney","Sydney","Canada","YQY","CYQY",46.16,-60.04,203,-4,"A"
2262,8599,"All Airports","Toronto","Canada","YTO","\N",43.65,-79.38,302,-5,"A"
71,144,"City Centre","Toronto","Canada","YTZ","CYTZ",43.62,-79.39,251,-5,"A"
72,146,"Pierre Elliott Trudeau Intl","Montreal","Canada","YUL","CYUL",45.47,-73.74,118,-5,"A"
74,160,"Winnipeg Intl","Winnipeg","Canada","YWG","CYWG",49.91,-97.23,783,-6,"A"
78,165,"Edmonton City Centre","Edmonton","Canada","YXD","CYXD",53.57,-113.52,2200,-7,"A"
87,178,"Calgary Intl","Calgary","Canada","YYC","CYYC",51.11,-114.02,3557,-7,"A"
95,193,"Lester B Pearson Intl","Toronto","Canada","YYZ","CYYZ",43.67,-79.63,569,-5,"A"
744,1209,"Zadar","Zadar","Croatia","ZAD","LDZD",44.10,15.34,289,1,"E"
742,1208,"Zagreb","Zagreb","Croatia","ZAG","LDZA",45.74,16.06,353,1,"E"
718,1186,"Zanzibar","Zanzibar","Tanzania","ZNZ","HTZA",-6.22,39.22,54,3,"U"
1338,2030,"Queenstown","Queenstown International","New Zealand","ZQN","NZQN",-45.02,168.73,1171,12,"Z"
1101,1678,"Zurich","Zurich","Switzerland","ZRH","LSZH",47.46,8.54,1416,1,"E"
592,917,"St Pierre Pierrefonds","St.-pierre","Reunion","ZSE","FMEP",-21.32,55.42,56,5,"U"
951,1488,"Dionysios Solomos","Zakynthos","Greece","PDX","PDX",37.75,20.88,15,2,"E"
951,1488,"Dionysios Solomos","Zakynthos","Greece","SEA","LGZA",37.75,20.88,15,2,"E"
951,1488,"Dionysios Solomos","Zakynthos","Greece","PHX","LGZA",37.75,20.88,15,2,"E"
951,1488,"Dionysios Solomos","Zakynthos","Greece","LAX","LGZA",37.75,20.88,15,2,"E"
951,1488,"Dionysios Solomos","Zakynthos","Greece","SFO","LGZA",37.75,20.88,15,2,"E"
951,1488,"Dionysios Solomos","Zakynthos","Greece","YKM","LGZA",37.75,20.88,15,2,"E"
