"514,""Blackpool"",""Blackpool"",""United Kingdom"",""BLK"",""EGNH"",53.77,-3.02,34,0,""E"""
"515,""Humberside"",""Humberside"",""United Kingdom"",""HUY"",""EGNJ"",53.57,-0.35,121,0,""E"""
"515,""Humberside"",""Humberside"",""United Kingdom"",""HUY"",""EGNJ"",53.57,-0.35,121,0,""E"""
"517,""Leeds Bradford"",""Leeds"",""United Kingdom"",""LBA"",""EGNM"",53.86,-1.66,681,0,""E"""
"517,""Leeds Bradford"",""Leeds"",""United Kingdom"",""LBA"",""EGNM"",53.86,-1.66,681,0,""E"""
"520,""Isle Of Man"",""Isle Of Man"",""Isle of Man"",""IOM"",""EGNS"",54.08,-4.62,52,0,""E"""
"520,""Isle Of Man"",""Isle Of Man"",""Isle of Man"",""IOM"",""EGNS"",54.08,-4.62,52,0,""E"""
"521,""Newcastle"",""Newcastle"",""United Kingdom"",""NCL"",""EGNT"",55.03,-1.69,266,0,""E"""
"521,""Newcastle"",""Newcastle"",""United Kingdom"",""NCL"",""EGNT"",55.03,-1.69,266,0,""E"""
"522,""Durham Tees Valley Airport"",""Teesside"",""United Kingdom"",""MME"",""EGNV"",54.50,-1.42,120,0,""E"""
"522,""Durham Tees Valley Airport"",""Teesside"",""United Kingdom"",""MME"",""EGNV"",54.50,-1.42,120,0,""E"""
"529,""Kirkwall"",""Kirkwall"",""United Kingdom"",""KOI"",""EGPA"",58.95,-2.90,50,0,""E"""
"529,""Kirkwall"",""Kirkwall"",""United Kingdom"",""KOI"",""EGPA"",58.95,-2.90,50,0,""E"""
"530,""Sumburgh"",""Sumburgh"",""United Kingdom"",""LSI"",""EGPB"",59.87,-1.29,20,0,""E"""
"530,""Sumburgh"",""Sumburgh"",""United Kingdom"",""LSI"",""EGPB"",59.87,-1.29,20,0,""E"""
"531,""Wick"",""Wick"",""United Kingdom"",""WIC"",""EGPC"",58.45,-3.09,126,0,""E"""
"531,""Wick"",""Wick"",""United Kingdom"",""WIC"",""EGPC"",58.45,-3.09,126,0,""E"""
"532,""Dyce"",""Aberdeen"",""United Kingdom"",""ABZ"",""EGPD"",57.20,-2.19,215,0,""E"""
"532,""Dyce"",""Aberdeen"",""United Kingdom"",""ABZ"",""EGPD"",57.20,-2.19,215,0,""E"""
"533,""Inverness"",""Inverness"",""United Kingdom"",""INV"",""EGPE"",57.54,-4.04,31,0,""E"""
"533,""Inverness"",""Inverness"",""United Kingdom"",""INV"",""EGPE"",57.54,-4.04,31,0,""E"""
"534,""Glasgow"",""Glasgow"",""United Kingdom"",""GLA"",""EGPF"",55.87,-4.43,26,0,""E"""
"534,""Glasgow"",""Glasgow"",""United Kingdom"",""GLA"",""EGPF"",55.87,-4.43,26,0,""E"""
"535,""Edinburgh"",""Edinburgh"",""United Kingdom"",""EDI"",""EGPH"",55.95,-3.37,135,0,""E"""
"535,""Edinburgh"",""Edinburgh"",""United Kingdom"",""EDI"",""EGPH"",55.95,-3.37,135,0,""E"""
"536,""Islay"",""Islay"",""United Kingdom"",""ILY"",""EGPI"",55.68,-6.25,56,0,""E"""
"536,""Islay"",""Islay"",""United Kingdom"",""ILY"",""EGPI"",55.68,-6.25,56,0,""E"""
"538,""Benbecula"",""Benbecula"",""United Kingdom"",""BEB"",""EGPL"",57.48,-7.36,19,0,""E"""
"538,""Benbecula"",""Benbecula"",""United Kingdom"",""BEB"",""EGPL"",57.48,-7.36,19,0,""E"""
"539,""Scatsta"",""Scatsta"",""United Kingdom"",""SDZ"",""EGPM"",60.43,-1.29,81,0,""E"""
"539,""Scatsta"",""Scatsta"",""United Kingdom"",""SDZ"",""EGPM"",60.43,-1.29,81,0,""E"""
"540,""Dundee"",""Dundee"",""United Kingdom"",""DND"",""EGPN"",56.45,-3.02,17,0,""E"""
"540,""Dundee"",""Dundee"",""United Kingdom"",""DND"",""EGPN"",56.45,-3.02,17,0,""E"""
"541,""Stornoway"",""Stornoway"",""United Kingdom"",""SYY"",""EGPO"",58.21,-6.33,26,0,""E"""
"541,""Stornoway"",""Stornoway"",""United Kingdom"",""SYY"",""EGPO"",58.21,-6.33,26,0,""E"""
"542,""Tiree"",""Tiree"",""United Kingdom"",""TRE"",""EGPU"",56.49,-6.86,38,0,""E"""
"542,""Tiree"",""Tiree"",""United Kingdom"",""TRE"",""EGPU"",56.49,-6.86,38,0,""E"""
"545,""Cambridge"",""Cambridge"",""United Kingdom"",""CBG"",""EGSC"",52.20,0.17,47,0,""E"""
"545,""Cambridge"",""Cambridge"",""United Kingdom"",""CBG"",""EGSC"",52.20,0.17,47,0,""E"""
